UKPRN,EstablishmentName
10054185,St Joseph's RC Primary School
10063113,St Joseph's RC Primary School
10070744,St Joseph's RC Primary School Manchester
10070783,"St Joseph's RC Primary School, Halliwell, Bolton"
10008848,St Joseph's RC School and 6th Form Centre
10074430,St Joseph's RC Voluntary Aided Primary School
10071705,St Joseph's Roman Catholic Primary School
10071658,St Joseph's Roman Catholic Primary School
10070158,St Joseph's Roman Catholic Primary School
10080353,"St Joseph's Roman Catholic Primary School, Darwen"
10072677,"St Joseph's Roman Catholic Primary School, Hurst Green"
10070770,"St Joseph's Roman Catholic Primary School, Ramsbottom"
10070721,"St Joseph's Roman Catholic Primary School, Rochdale"
10072657,"St Joseph's Roman Catholic Primary School, Stacksteads, Bacup"
10084722,St Joseph's Roman Catholic Voluntary Academy
10018730,St Joseph's Roman Catholic Voluntary Aided Middle School
10076893,"St Joseph's Roman Catholic Voluntary Aided Primary School, Blackhall"
10069778,"St Joseph's Roman Catholic Voluntary Aided Primary School, Coundon"
10069772,"St Joseph's Roman Catholic Voluntary Aided Primary School, Durham"
10074474,"St Joseph's Roman Catholic Voluntary Aided Primary School, Gateshead"
10074468,"St Joseph's Roman Catholic Voluntary Aided Primary School, Highfield"
10069793,"St Joseph's Roman Catholic Voluntary Aided Primary School, Stanley"
10074425,"St Joseph's Roman Catholic Voluntary Aided Primary School, Sunderland"
10069773,"St Joseph's Roman Catholic Voluntary Aided Primary School, Ushaw Moor"
10017251,St Joseph's School
10071101,St Joseph's School
10044068,"St Joseph's School, a Catholic Voluntary Academy"
10017065,St Joseph's Specialist Trust
10070700,St Joseph's Stockport Catholic Primary School
10037137,St Josephs Catholic Academy
10076017,St Josephs Catholic Primary School
10074444,St Josephs Roman Catholic Primary School Aided
10074735,St Jude and St Paul's CofE Primary School
10079457,St Jude's Catholic Primary School
10076861,St Jude's Catholic Primary School
10071075,St Jude's Catholic Primary School Wigan
10076294,St Jude's Church of England Junior School (VA)
10044148,St Jude's Church of England Primary Academy
10074730,St Jude's Church of England Primary School
10071433,St Jude's Church of England Primary School
10071547,St Jude's CofE Primary School
10081184,St Julian's Church School
10008975,St Julian's School
,St Julians Primary
10006208,St Julie's Catholic High School
10074985,St Julie's Catholic Primary School
,St Just Children's Centre
10054667,St Just Primary School
10073795,St Katharine's Church of England Primary School
10063756,St Katharine's CofE Primary School
10069086,St Katharine's Knockholt Church of England Voluntary Aided Primary School
,St Katharines School
10073674,St Katherine's Church of England Primary School
10056712,St Katherine's School
10084731,St Katherine's School & Nursery
10077925,St Kenelm's Church of England (VC) School
10072706,St Kentigern's Catholic Primary School
10070741,St Kentigern's RC Primary
10045195,St Keverne Community Primary School
10063714,St Kew ACE Academy
10071738,St Keyna Primary School
10084194,St Laurence Catholic Primary School
10078362,St Laurence Church Infant School
10071416,St Laurence Church Junior School
10077909,St Laurence Church of England (A) School
10049285,St Laurence CofE  Primary School
10079352,St Laurence CofE Primary School
10038488,St Laurence In Thanet Church of England Junior Academy
10034747,St Laurence School
10075040,St Laurence's Catholic Primary School
10040753,St Laurences CofE Primary School
10071622,St Lawrence Catholic  Primary School
,St Lawrence Children's Centre
10075929,St Lawrence Church of England Primary School
10078461,St Lawrence Church of England Primary School
10079285,St Lawrence Church of England Primary School
10066988,St Lawrence Church of England Primary School
10072448,"St Lawrence Church of England Primary School, Rowhedge"
10080544,St Lawrence Church of England Voluntary Controlled Primary School
10076735,St Lawrence CofE (Aided) Primary School
10075579,St Lawrence CofE (Voluntary Aided) Primary School
10076293,"St Lawrence CofE Aided Junior School, East Molesey"
10074234,St Lawrence CofE Primary School
10042274,St Lawrence CofE Primary School
10017219,St Lawrence College
,St Lawrence College
10080532,St Lawrence College Junior School
10047470,St Lawrence Primary School
,St Lawrence's Children's Centre
10062300,St Lawrence's Church of England Primary Academy
10076776,St Lawrence's CofE Primary School
10074450,St Lawrence's RC Primary School
,St Lawrence's School
10075030,St Leo's and Southmead Catholic Primary School Serving the Community
10055403,St Leonard's (CofE) Primary School (VC)
10061772,St Leonard's Catholic School
10049029,St Leonard's Church of England Primary Academy
10035744,"St Leonard's Church of England Primary Academy, Blunsdon"
10079363,St Leonard's Church of England Primary School
10067229,St Leonard's Church of England Primary School
10079329,St Leonard's CofE (A) Primary School
10078750,St Leonard's CofE (VA) First School
10084154,St Leonard's CofE First School
10065848,St Leonard's CofE Primary School
10072943,St Leonard's Primary School
10074420,St Leonard's Roman Catholic Voluntary Aided Primary School
,St Leonards Children's Centre
10077754,"St Leonards, Heath and Reach, VA Lower School"
10069352,St Levan Primary School
10070191,St Lewis Catholic Primary School
10040967,St Louis Catholic Academy
10070220,St Louis Catholic Primary School
10080284,"St Louis Catholic Primary School, Frome"
10043039,"St Loys Church of England Primary Academy, Weedon Lois"
10076337,St Lucia's CofE Primary School & Nursery
10044576,St Luke and St Philips Church of England Primary School
10080952,St Luke's Academy
10041588,St Luke's Catholic Academy
10075041,St Luke's Catholic Primary School
10070183,St Luke's Catholic Primary School
10080287,St Luke's Catholic Primary School
,St Luke's Children's Centre
10068605,St Luke's Church of England Aided Primary School
10071001,St Luke's Church of England Controlled Primary School
10074017,St Luke's Church of England Primary School
10074684,St Luke's Church of England Primary School
10068679,St Luke's Church of England Primary School
10071561,St Luke's Church of England Primary School
10053111,St Luke's Church of England Primary School
10061504,St Luke's Church of England Primary School
10067230,St Luke's Church of England Primary School
10035320,St Luke's Church of England School
10084187,St Luke's Church of England Science and Sports College
10077936,St Luke's CofE (Aided) Primary School
10076749,St Luke's CofE (C) Primary School
10080897,St Luke's CofE Academy Endon
10080130,St Luke's CofE First School
10079299,St Luke's CofE Primary School
10071431,St Luke's CofE Primary School
10069587,St Luke's CofE Primary School
10068575,St Luke's CofE Primary School
10068686,St Luke's CofE Primary School
10068555,St Luke's CofE Primary School
10068654,St Luke's CofE Primary School
10068643,St Luke's CofE Primary School
10074899,St Luke's CofE Primary School
10074159,St Luke's CofE Primary School
10048092,St Luke's CofE Primary School
10082657,St Luke's CofE Primary School
10068597,St Luke's Halsall Church of England Primary School
10073959,St Luke's Primary School
10072149,St Luke's Primary School
10077071,St Luke's Primary School
10070707,St Luke's RC Primary School
10008515,St Luke's School
,St Luke's School
10079180,St Lukes CofE Primary School
10039710,St Mabyn CofE School
10074938,"St Maddern's CofE School, Madron"
10047628,"St Malachy's Catholic Primary School, A Voluntary Academy"
10078174,St Malachy's RC Primary School
10076005,St Margaret Clitherow Catholic Primary School
10039034,St Margaret Clitherow Catholic Primary School
10045625,St Margaret Clitherow Catholic Primary School
10046759,St Margaret Clitherow Catholic Primary School
10053749,"St Margaret Clitherow Catholic Primary School, Bracknell"
10084140,St Margaret Clitherow RC Primary School
10070166,St Margaret Clitherow Roman Catholic Primary School
10045624,St Margaret Clitherows RC Primary School
10069803,St Margaret Mary Catholic Primary School
10079463,St Margaret Mary RC Junior and Infant School
10078355,St Margaret Mary's Catholic Infant School
10075025,St Margaret Mary's Catholic Junior School
10070754,St Margaret Mary's RC Primary School Manchester
10053764,St Margaret of Scotland Catholic Primary School
10043065,St Margaret Ward Catholic Academy
10078718,St Margaret Ward Catholic Primary School
10033391,St Margaret's Academy
10069849,St Margaret's At Hasbury CofE Primary School and Nursery
,St Margaret's at Troy Town Children's Centre
10065034,St Margaret's at Troy Town CofE Voluntary Controlled Primary School
10080986,St Margaret's Catholic Voluntary Academy
10071037,St Margaret's Church of England (Aided) Junior School
10038685,St Margaret's Church of England Academy
10053758,St Margaret's Church of England Junior School
10069856,St Margaret's Church of England Primary School
10068695,St Margaret's Church of England Primary School
10068676,St Margaret's Church of England Primary School
10073790,St Margaret's Church of England Primary School
10068513,St Margaret's Church of England Primary School
10063929,"St Margaret's Church of England Primary School, Stoke Golding"
10061394,"St Margaret's Church of England Voluntary Aided Primary School, Bowers Gifford"
10074297,"St Margaret's Church of England Voluntary Aided Primary School, Ipswich"
10068620,St Margaret's Church of England Voluntary Controlled Primary School
10072452,St Margaret's Church of England Voluntary Controlled Primary School Toppesfield
10076303,St Margaret's CofE (VC) Junior School
10049519,St Margaret's CofE Junior Infant and Nursery School
10073946,St Margaret's CofE Primary School
10068581,St Margaret's CofE Primary School
10075474,St Margaret's CofE Primary School
10074292,St Margaret's CofE Primary School
